application_date,gender,purpose_of_loan,employment_status,loan_type,property_ownership_status,monthly_income,debt_to_income_ratio,cibil_score,interest_rate_offered,loan_amount_requested,number_of_dependents,loan_tenure_months,applicant_age,existing_emis_monthly
2026-02-07,Male,Vehicle Purchase,Unemployed,Home Loan,Owned,51437.511594662836,31.834945331176367,748,10.176921771671612,118006.19570002353,2,36,45,7157.468640399352
2026-02-17,Female,Wedding,Student,Personal Loan,Owned,84614.76078966272,10.511494058823333,626,8.472867249315414,160540.36943483126,1,120,43,9518.603966921813
2026-02-03,Male,Business Expansion,Retired,Business Loan,Jointly Owned,36854.54481610433,31.589847930277937,681,12.70076954344408,213449.7987571354,4,120,32,7542.231478173735
2026-02-16,Female,Wedding,Retired,Car Loan,Owned,45492.912958324836,17.317192559129243,657,10.651183542716893,164413.41768711465,0,12,51,7508.262100334706
2026-02-05,Female,Home Renovation,Salaried,Personal Loan,Owned,57192.45668544693,17.346211633461962,799,10.636079862426,121336.64425819248,1,360,39,7042.167264207828
2026-02-20,Male,Vehicle Purchase,Retired,Personal Loan,Rented,40308.69315438173,0.0,622,10.16192069285268,171900.36125178245,4,48,42,4345.840850811259
2026-02-18,Female,Wedding,Retired,Home Loan,Rented,57257.49044734258,25.166903042217236,624,8.956749963111555,155511.73851930466,4,60,55,9856.653022395267
2026-02-01,Female,Education,Student,Education Loan,Jointly Owned,49340.209755711774,0.0,712,6.0748971118245985,158463.43681648036,3,360,44,6662.975589138074
2026-02-04,Male,Business Expansion,Self-Employed,Car Loan,Jointly Owned,48466.16592657476,5.7742360298645385,853,11.209210045667703,148842.85545175243,4,60,36,12421.431361130744
2026-02-23,Male,Business Expansion,Self-Employed,Education Loan,Jointly Owned,49120.75623133779,27.457976710040267,757,10.813963864408546,236287.10760538914,3,60,33,10261.290752062096
2026-02-11,Female,Vehicle Purchase,Unemployed,Business Loan,Jointly Owned,61581.00044960993,3.0688809038094416,782,11.865604447681594,154939.83937398333,0,36,21,6039.838950715329
2026-02-20,Male,Medical Emergency,Unemployed,Business Loan,Rented,45856.64427582045,13.78684219412328,610,10.710784600146217,121932.3246043665,0,60,22,6186.7875175580675
2026-02-09,Male,Education,Self-Employed,Education Loan,Jointly Owned,34200.79707260365,7.761914312195754,752,7.831775465358204,111139.90479758791,2,120,46,7496.006718735996
2026-02-08,Male,Wedding,Salaried,Home Loan,Jointly Owned,52007.53494351565,8.28501699085284,610,8.543008475115645,195071.03902673983,3,24,21,9751.407221397632
2026-02-08,Male,Education,Self-Employed,Home Loan,Owned,41491.26230165089,6.328101721225439,757,13.878633539738823,100000.0,4,36,48,395.2140758790447
2026-02-05,Male,Wedding,Unemployed,Home Loan,Jointly Owned,36011.8235311077,0.0,573,11.327340405177514,217849.57511950738,2,12,46,8937.236476390595
2026-02-12,Male,Education,Business Owner,Car Loan,Owned,25035.208303295844,16.747147500201187,671,12.538040675509846,100000.0,2,24,29,6119.669477093229
2026-02-01,Male,Debt Consolidation,Retired,Business Loan,Rented,64966.983406315565,18.081827018627223,534,12.827290983193228,211314.15026628386,0,36,39,8240.925044618232
2026-02-15,Male,Home Renovation,Student,Business Loan,Jointly Owned,60937.48323446566,0.0,628,8.070680777039895,189861.53176717676,4,360,43,2842.1595706139183
2026-02-25,Female,Home Renovation,Business Owner,Business Loan,Owned,72111.19376947387,1.9356698305334383,585,9.67873783347336,128021.77462217314,3,36,38,2706.834859126214
2026-02-18,Female,Medical Emergency,Business Owner,Car Loan,Jointly Owned,51041.62574748035,22.26486855826386,751,12.232533219328896,112489.95501525159,0,48,50,6018.063334504542
2026-02-06,Male,Education,Retired,Business Loan,Owned,67178.27619479537,4.613184024743808,706,8.491162307463746,211607.44850979667,2,24,24,7928.501770554936
2026-02-10,Female,Education,Self-Employed,Education Loan,Jointly Owned,36844.982775312375,9.958957228269023,661,9.509387770669985,239974.16211293382,1,24,43,1305.4590499025558
2026-02-14,Male,Business Expansion,Salaried,Personal Loan,Rented,22378.314125260375,0.0,708,9.231582798759426,119319.98740787222,2,120,31,3803.95444653625
2026-02-21,Female,Wedding,Business Owner,Car Loan,Rented,39725.1616483441,7.617909324146533,632,8.684705769505872,179021.85955168973,1,24,21,1406.866796736464
2026-02-26,Male,Vehicle Purchase,Salaried,Personal Loan,Owned,47910.84507434602,0.0,724,10.204628186599775,198974.84448933904,0,60,26,6254.462129676003
2026-02-08,Female,Debt Consolidation,Student,Education Loan,Owned,56406.83516146207,0.0,692,9.31541975904463,180146.80767825685,3,120,32,10980.730778518457
2026-02-27,Female,Debt Consolidation,Student,Home Loan,Rented,70212.80404654378,0.0,881,9.533635667396261,152715.6579366964,4,360,38,3994.8599086248546
2026-02-03,Male,Medical Emergency,Student,Home Loan,Jointly Owned,55831.20569071472,21.51925438498439,829,11.2011583777899,130508.50763345168,1,60,28,7353.080222108436
2026-02-22,Male,Home Renovation,Unemployed,Home Loan,Owned,84860.95137123132,0.0,774,13.02522047874447,163900.507614042,4,120,32,5364.6714075876735
2026-02-22,Female,Education,Business Owner,Car Loan,Rented,52797.30035446798,12.570225166942517,722,12.44144759924735,100000.0,0,12,34,6106.763952175569
2026-02-26,Male,Vehicle Purchase,Student,Home Loan,Owned,52511.03175155987,5.223133432714923,732,10.97102353918034,217037.23244826865,0,360,29,3211.30070036308
2026-02-19,Male,Medical Emergency,Unemployed,Car Loan,Rented,56073.03958306861,29.513937397072016,798,14.628447078630767,100000.0,0,120,32,6964.205757597331
2026-02-12,Male,Wedding,Student,Car Loan,Rented,56684.287276786294,20.262049768697352,722,12.177520392834811,108075.59262114094,3,12,43,4396.362813068655
2026-02-12,Male,Debt Consolidation,Self-Employed,Personal Loan,Owned,56468.82756700034,0.0,726,12.541250919193285,133133.91783907785,1,120,54,10375.100178964964
2026-02-15,Male,Debt Consolidation,Business Owner,Home Loan,Owned,32516.22007387645,0.16215790191297152,652,10.122377720633132,100066.07129832546,4,12,40,3467.32034228694
2026-02-28,Male,Debt Consolidation,Unemployed,Business Loan,Rented,63782.891227440254,8.361303904556678,644,9.563462578471757,100000.0,2,60,39,7936.306640663442
2026-02-07,Male,Education,Student,Home Loan,Jointly Owned,88585.27976553723,0.15910820519078506,690,11.470076658989239,220473.8150673175,0,360,37,10920.808434169927
2026-02-27,Male,Education,Unemployed,Home Loan,Rented,37755.24027738584,22.19409998931216,489,12.795539708047663,239817.9879526222,4,360,34,8566.044365102016
2026-02-04,Female,Education,Student,Home Loan,Jointly Owned,50381.422265442205,11.11912886827843,696,10.966108340242926,227425.8223149603,4,120,43,2292.745562207066
2026-02-21,Female,Business Expansion,Self-Employed,Business Loan,Jointly Owned,30408.137379310734,5.6698107543092,679,8.947103616967116,191775.8829245105,3,48,47,2007.953036298995
2026-02-09,Female,Home Renovation,Salaried,Business Loan,Jointly Owned,62278.81964105458,23.283460525752687,769,7.3210033908658705,273227.63601109845,1,120,26,6359.867658924075
2026-02-22,Female,Wedding,Student,Car Loan,Owned,62264.40841123316,0.0,796,6.576182746075862,136684.9030355004,3,12,48,5185.510238161833
2026-02-16,Female,Debt Consolidation,Salaried,Business Loan,Rented,28439.499521838647,4.587309870058226,900,10.636367869868499,131886.1795456142,3,360,54,6546.417884968418
2026-02-26,Female,Debt Consolidation,Business Owner,Car Loan,Rented,31313.217857921118,12.289987468340534,745,12.569905923654666,150563.27067976815,4,36,27,8585.724712840802
2026-02-13,Female,Business Expansion,Self-Employed,Personal Loan,Jointly Owned,19775.032067645014,6.450282044666478,711,5.0,221452.03023072568,1,60,47,5262.173107943212
2026-02-04,Male,Debt Consolidation,Business Owner,Car Loan,Jointly Owned,74555.69361874962,0.0,653,9.01131613840214,179301.28933533357,1,48,54,3113.5529686016816
2026-02-24,Female,Wedding,Salaried,Home Loan,Jointly Owned,38419.25125776022,13.655354155383849,615,8.60342908764277,236373.640406975,1,36,45,5622.490614338723
2026-02-09,Male,Debt Consolidation,Self-Employed,Education Loan,Rented,48986.83197856184,16.11091394466317,772,11.478165118226192,153265.97746792343,0,36,36,9558.01213140288
2026-02-26,Female,Education,Retired,Education Loan,Jointly Owned,45500.189209536155,0.0,696,8.862979167619631,100000.0,1,60,45,5107.037851273849
2026-02-21,Male,Education,Self-Employed,Home Loan,Rented,65826.72032768812,0.0,732,7.453864563513441,116337.69112426731,4,120,29,11454.77015187296
2026-02-18,Female,Home Renovation,Self-Employed,Car Loan,Rented,60903.33657597673,0.0,700,9.007534879162094,201236.57058991274,0,24,34,7655.403468613673
2026-02-15,Male,Wedding,Retired,Home Loan,Owned,60102.313870510196,5.5177710222424405,702,8.61575257442926,125268.97538851337,2,48,30,7369.635577270443
2026-02-15,Male,Wedding,Unemployed,Business Loan,Jointly Owned,38819.157121839955,6.912033353483917,716,10.562472984754283,154768.07694496898,3,120,24,3363.8575362215097
2026-02-06,Male,Debt Consolidation,Unemployed,Car Loan,Jointly Owned,61218.46913901547,0.0,732,9.993020262285063,162338.18369279586,1,60,38,4624.37944001915
2026-02-11,Male,Medical Emergency,Unemployed,Home Loan,Jointly Owned,64926.5608642134,11.618275492420182,774,11.63620360192118,240409.184519802,2,24,41,6566.972402701888
2026-02-28,Male,Debt Consolidation,Salaried,Business Loan,Owned,60775.4555217104,24.0031510929052,600,10.514374002907957,193972.5977863527,1,60,44,4910.858445511541
2026-02-08,Male,Debt Consolidation,Self-Employed,Business Loan,Jointly Owned,31664.068025579407,22.922099412137925,745,13.067418712975112,184165.0038277465,3,60,21,8783.02697237554
2026-02-21,Male,Home Renovation,Student,Car Loan,Rented,34053.84501403071,26.89765021544002,595,9.41014697516178,157898.7709282746,4,36,39,5639.984904066355
2026-02-17,Male,Medical Emergency,Retired,Personal Loan,Jointly Owned,77056.85785273551,0.0,755,12.080264799595701,108453.21558369682,4,360,38,3230.570694985154
2026-02-24,Female,Debt Consolidation,Student,Personal Loan,Rented,80159.1884550076,21.75593462253775,724,11.32462729553617,162129.71575709598,3,120,27,6058.854296207255
2026-02-25,Male,Vehicle Purchase,Salaried,Business Loan,Rented,49950.342444815644,0.0,692,9.791505075867425,258786.72635773302,2,60,33,4036.688628868883
2026-02-17,Male,Vehicle Purchase,Retired,Personal Loan,Rented,49930.93151477228,20.40859930494488,695,12.249960026789067,175661.62378250534,0,120,45,7176.015713753676
2026-02-24,Female,Wedding,Student,Business Loan,Rented,53361.22209799328,0.0,709,8.524440397143213,122429.07503511415,0,24,38,3585.791758450948
2026-02-26,Female,Wedding,Salaried,Personal Loan,Jointly Owned,59685.060509702234,13.850346888944122,786,13.629591730537824,129069.77350003409,1,36,37,10696.692191097081
2026-02-28,Male,Medical Emergency,Salaried,Business Loan,Owned,29362.453435147218,31.59780517801352,779,8.589069454398883,220931.67821259843,3,24,46,685.58696308448
2026-02-18,Male,Vehicle Purchase,Salaried,Business Loan,Owned,54456.282515455016,22.564044934525484,769,7.178380152639332,123375.23712235031,3,24,61,4177.181427985322
2026-02-04,Female,Education,Retired,Business Loan,Rented,35538.727579395265,0.0,591,6.98315494441208,139959.91774725256,0,36,35,5731.312916868826
2026-02-15,Male,Education,Student,Business Loan,Jointly Owned,50696.37787967267,0.0,745,10.75772696621148,100000.0,2,120,40,3736.7981349469765
2026-02-02,Male,Medical Emergency,Student,Education Loan,Owned,37742.54590756703,20.215105518751344,507,9.119586867690053,136102.97954230843,3,24,29,0.0
2026-02-02,Female,Debt Consolidation,Business Owner,Personal Loan,Jointly Owned,41275.74436045416,28.362017659328973,528,10.983099445078919,173650.22752443998,4,12,59,11007.588565682014
2026-02-10,Male,Wedding,Salaried,Business Loan,Owned,53723.81116061738,15.016992342951452,788,7.773296306025639,135174.18724461572,4,120,32,7495.500096522397
2026-02-03,Female,Medical Emergency,Unemployed,Home Loan,Rented,41740.44494971775,0.9024054809118942,583,11.747461585754042,151231.77761049743,3,360,21,1546.076666748023
2026-02-08,Male,Vehicle Purchase,Self-Employed,Car Loan,Rented,34517.256584989744,9.198050754003273,684,10.990166859520828,100000.0,2,360,44,1976.2737833149877
2026-02-20,Female,Medical Emergency,Business Owner,Home Loan,Rented,72802.63952932539,15.056661972162427,811,9.386283072160426,122147.62237539825,4,60,21,896.12258422162
2026-02-07,Female,Vehicle Purchase,Business Owner,Home Loan,Owned,34731.85834512892,7.226665229980894,745,12.092134367022824,256608.9262047023,2,36,50,4874.996940311223
2026-02-12,Male,Wedding,Retired,Education Loan,Jointly Owned,16343.148917172548,0.0,728,11.967649495977412,143301.64521170245,0,360,43,9719.246622563154
2026-02-26,Female,Education,Business Owner,Personal Loan,Rented,59531.47194374639,24.52607849244631,694,10.760189112826495,168146.2729361458,1,36,27,4432.300914478129
2026-02-19,Female,Medical Emergency,Student,Education Loan,Jointly Owned,46654.8013504446,36.744292234676415,709,12.748205091238637,109895.83504395149,0,120,44,3933.3529509296563
2026-02-26,Male,Wedding,Retired,Personal Loan,Jointly Owned,50559.935920704615,29.968322277772558,648,13.306247468089445,152586.16923833554,1,12,34,8208.111617774552
2026-02-28,Female,Wedding,Retired,Business Loan,Rented,53372.74504195394,0.0,660,8.558607955791928,136468.14658682278,4,12,42,6268.716976786399
2026-02-15,Male,Business Expansion,Unemployed,Education Loan,Owned,70059.82316538609,25.909730616810492,705,13.3611407416929,205014.29145412578,1,12,25,5134.423759574874
2026-02-14,Female,Vehicle Purchase,Salaried,Car Loan,Rented,78956.97299852934,17.242995998002353,717,8.282330004550293,202639.8233110399,1,12,24,7516.411386606371
2026-02-16,Male,Business Expansion,Business Owner,Personal Loan,Rented,54801.669736327334,0.0,686,12.458851252707253,207921.69102857326,3,48,41,15.427912279222255
2026-02-27,Male,Education,Salaried,Education Loan,Owned,33364.09407446322,0.0,520,12.898024769814084,154014.75256843437,1,36,56,6730.789821301562
2026-02-14,Male,Wedding,Salaried,Car Loan,Jointly Owned,53189.45262626538,6.865447215768538,824,10.093370513113088,251992.428737032,3,24,31,9167.311994311927
2026-02-03,Male,Wedding,Salaried,Home Loan,Owned,59837.7322555539,14.025223458014382,773,10.396841866965216,190189.27004984458,1,36,30,1607.5607249953614
2026-02-18,Male,Debt Consolidation,Retired,Business Loan,Owned,66054.5346520333,0.0,682,9.78242886278285,100000.0,3,360,34,4204.189803992509
2026-02-28,Female,Vehicle Purchase,Salaried,Business Loan,Rented,53059.408130239826,27.053862235676412,776,8.468976213861275,227123.95793822166,4,36,24,0.0
2026-02-22,Female,Debt Consolidation,Business Owner,Home Loan,Owned,42591.8837980834,26.690291568110084,670,8.935543035479357,149712.38365690652,4,36,43,4022.3574991906858
2026-02-06,Male,Education,Retired,Education Loan,Owned,37398.18369064566,15.588738885091761,724,11.771547678198047,206923.21288662025,1,12,47,3386.7033269367776
2026-02-17,Male,Debt Consolidation,Business Owner,Home Loan,Owned,49251.688716958946,0.0,545,12.669239600257818,100000.0,2,12,42,10441.42899579949
2026-02-23,Female,Wedding,Retired,Car Loan,Jointly Owned,28484.933281521433,4.638867986760858,719,10.493906028570606,146439.18975885917,4,48,36,3938.6998572278812
2026-02-28,Male,Vehicle Purchase,Self-Employed,Personal Loan,Jointly Owned,56915.71290868439,19.425393281913536,676,8.004724936344253,187497.7733077174,0,120,27,6210.807339047111
2026-02-14,Male,Home Renovation,Self-Employed,Education Loan,Rented,53659.74218210123,18.43611472564312,716,7.664393024767925,162198.49235683368,0,36,58,9355.276423021613
2026-02-14,Male,Vehicle Purchase,Self-Employed,Personal Loan,Rented,53585.19340657036,0.0,835,10.264706504426936,142529.4847534408,3,60,29,0.0
2026-02-20,Male,Vehicle Purchase,Self-Employed,Home Loan,Jointly Owned,61764.402267264784,0.2841395314892168,697,9.21101410176713,100000.0,2,120,29,5704.770107979182
2026-02-13,Male,Business Expansion,Retired,Business Loan,Owned,72764.56438109865,0.0,662,13.495533285106271,113007.52102158981,3,360,21,2001.780869146694
2026-02-27,Female,Home Renovation,Salaried,Personal Loan,Rented,49943.53159431944,4.326673785755313,663,8.774283156885595,101139.82798740885,1,48,23,2072.891530558135
2026-02-28,Female,Home Renovation,Unemployed,Personal Loan,Rented,52153.99913669515,1.2696613137961696,585,12.0234482989774,100000.0,4,360,41,2737.227891134768
2026-02-03,Male,Home Renovation,Student,Business Loan,Owned,45455.01978036236,0.0,731,8.978459939909921,114529.00552648367,2,12,33,3833.4883733005413
2026-02-13,Female,Vehicle Purchase,Unemployed,Personal Loan,Owned,59272.66859775331,6.505734805265817,741,9.821254096385378,242935.75952635804,3,360,29,2217.421771064395
2026-02-24,Female,Education,Self-Employed,Personal Loan,Owned,50885.75498881671,9.169873491278345,704,10.96036352165567,207880.93405249063,3,36,30,4065.580648127308
2026-02-02,Male,Home Renovation,Salaried,Business Loan,Owned,68325.89501578259,24.87579233570819,772,11.828957069212532,108240.91693321045,0,12,32,8206.005984310048
2026-02-09,Male,Medical Emergency,Business Owner,Business Loan,Owned,68010.70391297768,0.0,773,11.586399944831719,120583.94825199513,1,120,31,6758.988569233166
2026-02-13,Male,Debt Consolidation,Salaried,Home Loan,Jointly Owned,55741.12510112769,26.85894969676625,704,9.130302186055667,120686.35872085989,3,24,52,13457.232844109978
2026-02-08,Male,Education,Business Owner,Home Loan,Owned,49805.82840960537,0.0,745,10.780868979378381,187802.60103759513,0,12,34,5859.844553549232
2026-02-16,Male,Medical Emergency,Unemployed,Personal Loan,Rented,46901.28828791031,36.47760088004536,872,9.59303452610107,170249.9099591418,2,12,39,7100.0674356610525
2026-02-24,Male,Vehicle Purchase,Salaried,Education Loan,Jointly Owned,58205.497861811644,18.66795551424828,633,6.951820332527193,114394.07322837433,3,48,38,9072.517169069492
2026-02-03,Male,Vehicle Purchase,Salaried,Home Loan,Rented,58245.39988586283,16.78007240865245,760,11.102318583315213,120167.77935525046,0,24,38,1751.9931192879385
2026-02-13,Female,Medical Emergency,Student,Home Loan,Owned,46895.508902348796,7.009780150087803,705,13.686761542182118,204064.33963302267,1,120,34,9003.798106708166
2026-02-04,Female,Business Expansion,Unemployed,Education Loan,Rented,55326.64838591995,39.5153613531955,782,14.390458634891305,226219.2284768243,4,60,33,2359.144073812137
2026-02-18,Male,Business Expansion,Salaried,Education Loan,Owned,39386.67086767665,8.110923589946074,635,11.323460920344818,105169.33655018997,2,60,44,6578.400682143948
2026-02-02,Female,Medical Emergency,Business Owner,Business Loan,Rented,57763.93679318193,31.245461310819223,715,11.159813155023148,144148.77011717195,3,60,40,8041.457710463958
2026-02-20,Female,Business Expansion,Salaried,Home Loan,Rented,40647.149191622724,0.0,644,5.0,156420.68913400843,0,36,30,0.0
2026-02-22,Female,Debt Consolidation,Business Owner,Car Loan,Owned,62580.5347113513,19.31890478268715,557,17.348319618878104,140549.49902548065,3,60,21,4053.297917828994
2026-02-21,Male,Debt Consolidation,Self-Employed,Car Loan,Rented,46249.28503290812,37.04271162848468,811,14.10742114476222,206513.16759388725,4,36,31,4945.779828272571
2026-02-15,Male,Vehicle Purchase,Salaried,Personal Loan,Jointly Owned,76107.66389652055,0.0,664,12.427839785990145,142385.66891061107,3,120,24,1792.0034454577321
2026-02-17,Female,Business Expansion,Business Owner,Home Loan,Rented,51586.46993400603,15.938902528117413,631,10.709993889225315,245406.7121841356,3,120,28,6150.959899148585
2026-02-10,Male,Home Renovation,Unemployed,Car Loan,Jointly Owned,54569.47337849832,0.0,652,5.0,210048.87654228244,0,12,24,10239.070562343108
2026-02-01,Male,Medical Emergency,Self-Employed,Home Loan,Jointly Owned,30020.07142315695,15.014938662547287,844,10.985763622851204,115681.34203972062,4,60,49,2239.709083417618
2026-02-06,Female,Debt Consolidation,Salaried,Home Loan,Rented,72098.14720765012,36.97982777045523,803,10.609420828522689,153341.62207682032,2,48,49,8710.118426752524
2026-02-03,Female,Wedding,Student,Car Loan,Jointly Owned,50430.979565585636,0.0,681,7.006856230974697,101171.66486115697,0,120,45,6624.9224052919735
2026-02-19,Female,Business Expansion,Business Owner,Home Loan,Jointly Owned,77092.56894807096,10.9101201817656,767,11.650404676576917,130425.04781077454,4,24,34,1083.5332636292028
2026-02-07,Male,Wedding,Student,Education Loan,Rented,51723.65532126335,0.0,612,13.621534674520912,193534.23947462006,4,24,31,3899.9373764388947
2026-02-13,Male,Business Expansion,Salaried,Personal Loan,Owned,47788.09622596781,6.630780298733531,740,11.38140548618291,162287.0834000921,3,120,23,5927.543230947121
2026-02-13,Female,Debt Consolidation,Business Owner,Business Loan,Owned,43327.895155884806,17.88839527682996,664,11.373225337777885,255626.2016742471,1,12,47,9911.013516507144
2026-02-17,Male,Debt Consolidation,Salaried,Car Loan,Jointly Owned,60632.74192649295,4.09747564322905,733,11.533734829341071,100000.0,1,360,46,7554.24677068002
2026-02-01,Male,Home Renovation,Self-Employed,Business Loan,Jointly Owned,58811.351600721915,32.17870973593379,589,9.723071766002692,148351.71768904603,2,24,42,3091.080167306535
2026-02-14,Male,Business Expansion,Self-Employed,Personal Loan,Owned,30989.48056772235,15.82015447957193,651,12.425843386043036,124711.58067409525,3,24,26,6335.688515262286
2026-02-26,Female,Business Expansion,Salaried,Education Loan,Jointly Owned,42466.64385565088,0.0,713,14.339487714349309,134194.19167613864,1,360,34,0.0
2026-02-03,Female,Education,Salaried,Education Loan,Owned,61837.26365349102,13.366918023997368,712,10.63315130889713,152095.24173579298,0,12,36,7858.626209412937
2026-02-14,Female,Vehicle Purchase,Retired,Education Loan,Rented,41332.86344676926,30.486767771327436,581,8.641571279021003,116153.16525802539,2,360,21,2851.7332433445727
2026-02-24,Male,Home Renovation,Salaried,Education Loan,Jointly Owned,38744.44603525803,16.706213176673643,621,7.066174593663071,197895.37227773498,3,12,52,1982.264195560278
2026-02-01,Male,Debt Consolidation,Salaried,Car Loan,Rented,53943.65775353093,12.48141566908997,732,11.78236881696981,237570.60991117652,0,12,24,4206.089490518244
2026-02-16,Male,Wedding,Student,Car Loan,Owned,52307.17504074892,4.107019909650002,723,12.065546282862277,100000.0,1,48,30,1413.1640002579707
2026-02-10,Female,Debt Consolidation,Student,Home Loan,Owned,44040.19072903243,7.1145991851367665,751,11.439864976341697,219645.1759101326,1,12,21,4559.965059186361
2026-02-13,Male,Medical Emergency,Self-Employed,Home Loan,Rented,77510.79498989227,8.732626164304797,714,9.940944026018672,275839.5923355506,1,12,35,8310.792906180133
2026-02-04,Male,Vehicle Purchase,Student,Personal Loan,Jointly Owned,48764.84075522098,0.0,614,11.222820678054063,159485.95981031447,1,12,35,0.0
2026-02-09,Female,Debt Consolidation,Salaried,Home Loan,Rented,32025.087656084394,15.525477920262878,670,9.190973472418287,119468.75192314545,4,120,47,4933.720244565031
2026-02-14,Male,Business Expansion,Unemployed,Personal Loan,Rented,26716.324545412208,23.520467653170382,741,8.753033454623678,121391.0574495653,2,60,28,4677.977100207461
2026-02-04,Male,Debt Consolidation,Salaried,Personal Loan,Jointly Owned,66337.14191379095,0.0,618,8.039254816314314,134610.3577325974,2,120,27,6707.5965478334465
2026-02-10,Female,Business Expansion,Retired,Personal Loan,Owned,34539.10879036521,12.057254337700085,608,8.065279696958335,171520.42292155992,1,60,38,4592.231706756945
