application_date,gender,purpose_of_loan,employment_status,loan_type,property_ownership_status,monthly_income,debt_to_income_ratio,cibil_score,interest_rate_offered,loan_amount_requested,number_of_dependents,loan_tenure_months,applicant_age,existing_emis_monthly
2026-08-14,Female,Home Renovation,Unemployed,Education Loan,Jointly Owned,21916.539564974817,0.0,659,17.379759306508515,138766.7535599059,1,36,32,5961.184065651252
2026-08-04,Female,Medical Emergency,Salaried,Car Loan,Rented,33519.01931599652,0.0,686,13.14903091933309,179865.04460321253,0,120,25,6124.50006382429
2026-08-10,Male,Vehicle Purchase,Self-Employed,Car Loan,Owned,59883.68599318687,8.607931946395158,746,14.481953873897483,100000.0,1,120,47,7070.249682157782
2026-08-16,Female,Business Expansion,Student,Car Loan,Rented,45951.221309996065,0.0,627,12.979965433324312,109279.67316312637,4,60,21,3437.7799321870516
2026-08-10,Male,Education,Salaried,Education Loan,Rented,53644.86132426048,7.825652141033882,513,16.231095897692374,261752.40602004802,4,120,31,4191.388287250479
2026-08-07,Female,Home Renovation,Unemployed,Education Loan,Jointly Owned,36155.941043952065,48.81029875248097,502,13.201588681447678,197035.67219944787,1,120,23,4632.068045476412
2026-08-31,Male,Business Expansion,Self-Employed,Business Loan,Owned,44694.02684505721,0.0,731,17.75573316428674,166731.97111249994,2,120,46,0.0
2026-08-18,Male,Education,Salaried,Business Loan,Owned,53948.850695469926,4.797729049638043,585,8.673814433552195,182263.34318550496,0,12,43,4819.361743429261
2026-08-20,Male,Medical Emergency,Business Owner,Car Loan,Owned,21566.326416364427,28.20338562225537,599,15.033301163311947,100000.0,1,36,46,5557.830764409122
2026-08-30,Male,Vehicle Purchase,Salaried,Home Loan,Jointly Owned,33447.89397269883,18.915122851856278,539,15.3696123604626,181423.08409707097,1,60,48,4100.214970296058
2026-08-17,Female,Education,Business Owner,Home Loan,Rented,23662.716001568846,36.981806220791725,599,7.203667545533619,247736.3478507615,2,48,23,5750.795044995294
2026-08-11,Male,Education,Retired,Personal Loan,Jointly Owned,24869.45965899578,26.78015329897945,769,9.413331138742382,125305.31508594159,3,12,31,2734.767344333832
2026-08-04,Female,Business Expansion,Unemployed,Education Loan,Rented,31779.96899436633,4.147339887377543,632,16.786374900087807,241179.7580183647,0,120,37,9355.962314058466
2026-08-23,Male,Home Renovation,Business Owner,Home Loan,Jointly Owned,19694.72472334292,22.22058830380518,565,14.797901058409144,126869.46620489474,2,60,27,5712.114977522087
2026-08-10,Male,Business Expansion,Student,Personal Loan,Owned,28445.707058797798,16.246279623423618,713,15.479944670244826,156069.676726477,1,120,35,4427.403250571255
2026-08-09,Female,Wedding,Unemployed,Education Loan,Jointly Owned,44289.86348153799,0.0,430,17.696769921434512,100000.0,3,60,46,0.0
2026-08-11,Male,Debt Consolidation,Retired,Car Loan,Jointly Owned,32552.825713349022,46.93086927972011,629,12.634144805466713,171789.47025618944,4,24,36,7558.24696339233
2026-08-05,Male,Business Expansion,Salaried,Car Loan,Rented,22363.70685181544,0.0,601,17.677433233895897,157454.0171978112,3,120,43,2863.608755245654
2026-08-22,Female,Business Expansion,Salaried,Business Loan,Jointly Owned,45794.67060391625,12.886151487314192,607,20.0,138874.5706438197,4,360,42,4520.921292425725
2026-08-07,Female,Wedding,Student,Personal Loan,Jointly Owned,20254.871310075447,7.4207714910707905,515,16.663821566959257,106955.95702845494,2,36,46,10351.335143497145
2026-08-09,Male,Home Renovation,Business Owner,Personal Loan,Owned,17432.855096126455,16.25184135293072,618,14.583081501349014,161261.67933915163,4,360,44,4829.155126127606
2026-08-11,Female,Wedding,Retired,Personal Loan,Owned,52014.29651563834,17.39587686153252,598,13.360887802621871,118613.92994400443,4,60,43,6192.610155320291
2026-08-26,Male,Vehicle Purchase,Student,Personal Loan,Rented,46680.36647579639,23.178926397687754,553,14.025072710062156,205320.21986389597,1,60,47,6162.098768060685
2026-08-11,Male,Medical Emergency,Salaried,Business Loan,Rented,28897.93323139816,7.36448430274988,597,13.938044011952094,162965.1056139944,4,360,50,5630.6306451207765
2026-08-16,Male,Debt Consolidation,Student,Business Loan,Jointly Owned,62433.26766898058,30.732829851562542,474,13.568639262552276,125712.3645022179,4,36,37,5622.791171657471
2026-08-26,Male,Home Renovation,Self-Employed,Car Loan,Owned,25517.923186674707,4.31596657094741,804,10.7450335555132,200020.87430638727,0,24,34,0.0
2026-08-08,Male,Vehicle Purchase,Retired,Car Loan,Jointly Owned,44231.05370161036,6.523580540946631,400,14.566060527870727,128455.55439377257,1,36,51,1503.437488673405
2026-08-25,Male,Home Renovation,Self-Employed,Home Loan,Owned,10293.401773802918,0.0,618,14.081374337058072,198627.86053884137,2,24,33,3999.017302268113
2026-08-21,Female,Wedding,Self-Employed,Personal Loan,Rented,18773.492707003075,17.949028276977245,616,16.914393622550456,155889.2452785155,2,24,44,3132.011250101325
2026-08-25,Male,Education,Retired,Personal Loan,Rented,49435.20100354833,37.29917170810138,584,14.926954951893524,100000.0,2,12,25,6622.021950303457
2026-08-08,Female,Debt Consolidation,Salaried,Personal Loan,Owned,55309.97079368503,10.778667933623412,610,11.671602815946901,179399.76967940404,2,12,31,968.2280847939483
2026-08-02,Male,Education,Retired,Business Loan,Jointly Owned,31748.0809624731,40.974549916900756,680,10.75926035972135,147345.86273912954,3,60,50,6115.282532140556
2026-08-28,Male,Education,Salaried,Personal Loan,Rented,68194.84638296292,0.0,529,13.48593508235042,177746.71765584766,0,60,45,0.0
2026-08-17,Male,Home Renovation,Unemployed,Personal Loan,Rented,53635.405695522524,0.0,487,11.329250166273043,160785.35203098066,1,60,50,7568.915259344179
2026-08-30,Female,Wedding,Self-Employed,Car Loan,Owned,23555.2027875457,35.32820460042821,587,13.862370018720048,161111.4380101796,1,12,29,4195.343209863158
2026-08-29,Female,Medical Emergency,Business Owner,Home Loan,Jointly Owned,28327.059715054995,11.9631144423606,412,11.808356460036467,152131.90656657476,3,12,41,8548.853929760236
2026-08-20,Male,Home Renovation,Student,Business Loan,Owned,13207.013991820302,0.0,559,16.694294693043084,294133.12553607544,1,120,44,4210.400315787904
2026-08-28,Male,Wedding,Retired,Business Loan,Rented,27359.35326897078,18.44262149493961,586,14.964261447545416,176294.2317295938,2,36,24,7776.042842056887
2026-08-02,Male,Business Expansion,Business Owner,Education Loan,Jointly Owned,37588.30417777513,19.48925808016232,637,15.981722385777092,100000.0,3,60,28,8052.268858619773
2026-08-19,Female,Medical Emergency,Unemployed,Personal Loan,Jointly Owned,34604.63122664835,28.678631405868348,733,13.088440332361259,100000.0,2,36,34,4966.304372609864
2026-08-13,Female,Wedding,Unemployed,Personal Loan,Owned,34462.18880319361,9.536553225061002,653,13.995725511722142,171666.65031148063,3,36,31,3691.3578200635357
2026-08-23,Male,Debt Consolidation,Self-Employed,Personal Loan,Owned,48960.074312620854,0.0,657,15.794186085845258,121378.60224929813,2,12,48,4716.356108657797
2026-08-10,Male,Medical Emergency,Business Owner,Home Loan,Rented,36499.627266528165,10.397131665111562,571,14.414844521188906,203672.29870604887,4,120,28,5821.258639155738
2026-08-14,Female,Debt Consolidation,Unemployed,Personal Loan,Owned,44275.272260769125,14.204728376325123,581,15.270886408525767,166145.82784142497,1,36,39,10897.141845703572
2026-08-05,Male,Education,Self-Employed,Business Loan,Jointly Owned,40700.14944662869,31.396274225306733,583,11.798094866514754,168836.91139138982,0,12,55,4010.154648048703
2026-08-03,Female,Home Renovation,Retired,Car Loan,Owned,38303.38898579633,0.0,619,15.64447383238084,103981.57904935823,2,120,31,5975.646843021983
2026-08-02,Male,Home Renovation,Student,Car Loan,Owned,47824.55822660345,8.851943459604033,594,12.037638117528822,178725.49158942993,1,12,49,530.5082796744709
2026-08-09,Female,Business Expansion,Retired,Education Loan,Owned,46030.81001547015,18.900163674493957,655,18.715036942507957,158611.25838323653,1,12,31,2691.578152698013
2026-08-07,Female,Home Renovation,Business Owner,Home Loan,Owned,17105.016567390103,37.68276047493458,679,13.987210276732817,103179.24571946127,3,360,37,10724.609822314738
2026-08-25,Male,Medical Emergency,Self-Employed,Home Loan,Rented,61283.667331387434,4.4658856652688375,732,16.26161155652074,103380.11050116766,1,48,21,6406.407728417744
2026-08-04,Male,Business Expansion,Self-Employed,Personal Loan,Owned,35806.95864156652,2.2989256969138303,652,12.395188000283886,232807.62377321674,4,12,45,3738.1157993026104
2026-08-03,Male,Wedding,Self-Employed,Education Loan,Jointly Owned,19739.42241791643,24.47527058819545,655,12.963988519281596,178400.6257150387,3,60,50,7077.0326779059815
2026-08-14,Male,Wedding,Salaried,Car Loan,Owned,33025.039420132474,0.0,722,12.841093110583001,130875.97285807529,1,24,46,8916.396362475112
2026-08-30,Female,Home Renovation,Unemployed,Personal Loan,Jointly Owned,37912.64073640949,6.00061466936862,687,9.099403910585895,122711.41477754162,2,360,39,819.2082068724358
2026-08-10,Female,Business Expansion,Self-Employed,Home Loan,Owned,42816.79760579117,23.360042105068032,601,6.90862252217007,150523.33840894647,3,36,35,5679.822517770854
2026-08-19,Male,Home Renovation,Salaried,Personal Loan,Owned,48408.750528816425,19.791048789084655,546,12.779478092580534,164423.74257045024,0,60,39,2753.202658574836
2026-08-19,Female,Wedding,Salaried,Car Loan,Rented,45519.369320114245,17.532862027792206,591,8.779066542502887,100000.0,0,12,48,3976.701930404296
2026-08-17,Female,Wedding,Student,Education Loan,Jointly Owned,61574.61277044429,0.0,563,14.215206883415322,143757.5876868321,1,360,21,6919.90252883881
2026-08-10,Male,Home Renovation,Retired,Business Loan,Owned,35586.08550341512,0.0,639,13.102349388828427,100000.0,4,60,29,0.0
2026-08-24,Male,Vehicle Purchase,Student,Personal Loan,Owned,31615.934927560782,34.64006236900322,669,6.453865691096153,148769.37528935558,4,60,44,5724.18555287975
2026-08-07,Male,Education,Unemployed,Home Loan,Jointly Owned,11988.504356561545,13.084267255829737,597,12.169039632301889,222860.7241108646,4,60,34,9800.180668344427
2026-08-20,Male,Vehicle Purchase,Retired,Education Loan,Jointly Owned,48549.89978313363,11.223027982568787,600,13.437539062908328,100000.0,0,360,38,3527.4599647035047
2026-08-02,Female,Home Renovation,Unemployed,Personal Loan,Owned,43143.26304864837,2.6563550794617523,417,17.027948099344947,143005.51526884065,1,360,49,0.0
2026-08-31,Female,Home Renovation,Retired,Home Loan,Rented,25515.458787803753,14.77771258704555,584,12.357942050698977,139138.6772190378,0,48,41,5344.561628585758
2026-08-07,Female,Medical Emergency,Salaried,Home Loan,Rented,37643.031850239524,7.174519331131107,880,9.396087157843096,100000.0,1,120,36,8755.011887122137
2026-08-08,Female,Debt Consolidation,Self-Employed,Education Loan,Jointly Owned,33847.09088133968,27.353857279688555,719,9.076211945758985,127348.44817719917,0,24,45,3564.867258300841
2026-08-15,Male,Medical Emergency,Self-Employed,Home Loan,Owned,36627.18616844482,0.0,736,12.196428934218657,100000.0,2,48,43,3556.4713961828757
2026-08-17,Male,Business Expansion,Unemployed,Home Loan,Rented,29886.395197628204,27.022555317040386,668,11.037275320235517,101611.22043516146,3,12,33,687.3068661309499
2026-08-28,Male,Wedding,Self-Employed,Car Loan,Rented,35696.0654999787,39.16543754487758,704,12.98392538138599,158186.01894385775,3,120,42,5020.680020816042
2026-08-14,Female,Business Expansion,Retired,Business Loan,Owned,11216.38176789754,23.767670301234624,602,13.926725795588359,169370.1870086991,0,60,38,6098.981567903351
2026-08-08,Female,Home Renovation,Student,Education Loan,Rented,27913.85041859011,0.0,564,14.841787552742915,133537.06104677243,1,24,31,5856.00645038103
2026-08-15,Female,Home Renovation,Retired,Car Loan,Rented,38619.81309309449,26.817229617131524,748,14.915168326074586,217096.9931819443,1,60,21,4349.709214997248
2026-08-31,Male,Education,Business Owner,Business Loan,Owned,23423.0790191177,7.155600492146641,542,11.999772225197079,186577.49775191577,4,12,34,1391.3587291817335
2026-08-12,Female,Home Renovation,Student,Personal Loan,Owned,39835.472867079996,6.650248542423024,669,15.073610999699047,248393.86645409936,4,36,45,4123.800091417982
2026-08-29,Male,Medical Emergency,Student,Car Loan,Rented,64978.2344081613,16.52779713044146,772,9.680931021249016,144076.72832472436,0,36,53,5526.454174482975
2026-08-18,Female,Medical Emergency,Business Owner,Business Loan,Rented,16680.828607786676,10.791385133295629,707,13.841285074448788,100000.0,1,24,35,8500.30742004278
2026-08-15,Male,Medical Emergency,Self-Employed,Home Loan,Jointly Owned,10000.0,7.539263092764185,609,14.033167194538265,140557.5548242551,2,60,21,11582.365878625988
2026-08-06,Male,Medical Emergency,Unemployed,Education Loan,Rented,52088.77688483472,24.78954345758906,732,13.8140246775689,250787.00103821282,3,60,44,0.0
2026-08-24,Female,Debt Consolidation,Salaried,Car Loan,Rented,65395.98807983755,16.232918715034586,647,10.908911678051027,100000.0,1,360,38,4670.2696462239155
2026-08-29,Female,Vehicle Purchase,Retired,Personal Loan,Owned,39568.71157427634,0.0,619,11.180857452923618,192464.13540015044,4,60,59,5924.679782900921
2026-08-08,Female,Medical Emergency,Business Owner,Car Loan,Owned,34094.29284837229,29.84611355111356,689,15.116281155405915,100000.0,0,36,40,4156.493976195519
2026-08-25,Male,Medical Emergency,Unemployed,Home Loan,Rented,24318.64030805973,32.485547679544425,559,12.454800989196936,131683.85089373225,1,120,40,1617.1888519906738
2026-08-14,Female,Business Expansion,Salaried,Education Loan,Rented,42088.48222070731,23.52172050628739,514,14.974285910306689,124981.27651016972,1,48,42,6191.9806365478535
2026-08-18,Male,Vehicle Purchase,Student,Car Loan,Rented,33768.66041946031,24.407458624564875,611,11.97775897625072,104133.56475316823,0,36,21,11744.484118504522
2026-08-18,Male,Vehicle Purchase,Salaried,Car Loan,Rented,46740.81753896837,11.164891185817833,577,20.0,188980.9771870148,2,60,48,3952.2443544173457
2026-08-10,Male,Wedding,Unemployed,Home Loan,Jointly Owned,10000.0,0.0,513,12.80131189682436,221980.84786806983,3,36,40,4299.3584492825685
2026-08-31,Male,Wedding,Student,Education Loan,Jointly Owned,38905.73884579352,17.164425642271702,632,16.484754967309676,195116.0827009614,2,48,34,5158.120496238262
2026-08-05,Male,Wedding,Salaried,Home Loan,Jointly Owned,21487.538538255085,37.72244320554371,586,19.441320135503076,151332.30145428953,2,360,56,7454.795956879967
2026-08-03,Female,Business Expansion,Business Owner,Home Loan,Jointly Owned,48209.806248624824,18.591908086975845,553,16.276444935158693,100000.0,4,36,39,5529.835461663581
2026-08-24,Male,Business Expansion,Self-Employed,Business Loan,Jointly Owned,16824.929004803278,39.422744695190815,628,12.616887290475837,156493.2480506236,3,48,38,8057.168445701667
2026-08-31,Female,Vehicle Purchase,Retired,Business Loan,Jointly Owned,43443.54765929854,40.14974628967282,554,13.256231356504314,181268.1866145793,2,36,40,10869.057457741761
2026-08-27,Female,Vehicle Purchase,Business Owner,Business Loan,Jointly Owned,25268.205870447706,13.95993984227334,722,5.231531803558438,145403.48597176163,1,12,34,5445.157938166505
2026-08-24,Female,Home Renovation,Business Owner,Business Loan,Owned,27478.10694354894,7.543868930020855,772,7.647786800305512,216411.13108593045,1,36,50,9869.860493598842
2026-08-08,Male,Business Expansion,Retired,Car Loan,Rented,46744.91461350036,8.063655323433284,686,13.45652673727747,140166.27448993683,4,12,41,2809.7546225873934
2026-08-27,Female,Wedding,Self-Employed,Car Loan,Owned,22054.704521632855,12.603582288709834,595,12.044758162216885,120028.4072856516,3,120,34,6628.356200920907
2026-08-24,Female,Home Renovation,Self-Employed,Home Loan,Jointly Owned,11486.084297036337,0.0,662,10.704974340630312,199357.05053780656,0,48,53,4630.581441916383
2026-08-24,Male,Business Expansion,Student,Education Loan,Rented,35089.917735995696,22.852726163483368,576,13.5852062556809,193337.2504316038,1,360,33,7387.196247852852
2026-08-21,Female,Medical Emergency,Salaried,Business Loan,Jointly Owned,24083.53625330404,28.851242425092977,683,12.026937718735587,224906.32883510983,0,12,21,9226.552742198946
2026-08-13,Female,Business Expansion,Salaried,Home Loan,Rented,13442.349837336285,0.0,687,11.072454705750758,176125.269281277,4,48,53,2974.0866674298486
2026-08-12,Female,Wedding,Student,Education Loan,Rented,39251.17146991807,41.26222632257406,692,16.010392369478648,109769.0458757906,1,24,28,562.9637949215221
2026-08-07,Male,Education,Student,Home Loan,Owned,38349.4685195272,6.57960146372086,600,10.276697424094946,100000.0,1,24,22,6493.376554528369
2026-08-27,Male,Home Renovation,Student,Business Loan,Rented,35752.84358724826,10.070409948928582,686,15.24312062069577,100000.0,2,48,51,7444.5694495645
2026-08-29,Female,Medical Emergency,Student,Business Loan,Owned,41615.353849155596,19.117202302398866,669,14.099577623999501,120964.93542662483,4,36,27,924.132333578767
2026-08-28,Male,Vehicle Purchase,Salaried,Car Loan,Jointly Owned,10000.0,1.9231430251893702,651,16.914945864134516,216325.82503308717,4,12,46,752.5151609977402
2026-08-01,Male,Wedding,Student,Personal Loan,Owned,22553.89202720664,5.637038095641042,637,12.314603874879179,211182.8168624662,2,360,43,0.0
2026-08-01,Female,Medical Emergency,Business Owner,Personal Loan,Jointly Owned,38163.17415111052,2.0371232482511488,544,10.134743771041544,129780.03859023038,4,60,44,8112.80388792164
2026-08-24,Female,Wedding,Salaried,Business Loan,Rented,49540.86702636417,14.476146952710659,663,11.913193613302257,190676.69454642394,2,360,40,9622.331217921841
2026-08-05,Female,Medical Emergency,Self-Employed,Home Loan,Rented,37598.63808167567,5.7789061284225,607,13.396892919219479,100000.0,2,36,37,8600.349964228453
2026-08-12,Female,Vehicle Purchase,Student,Car Loan,Rented,51524.481945371714,20.155402516659045,527,15.969289113644683,212065.33063061014,2,12,21,1364.5419991583453
2026-08-04,Male,Business Expansion,Student,Education Loan,Owned,23841.311577532295,0.0,573,15.513616016384649,135965.52817084859,3,48,28,4666.339115077456
2026-08-07,Female,Home Renovation,Unemployed,Home Loan,Jointly Owned,24781.98119802226,21.16346814704168,664,12.956478207225397,182360.86383456676,1,48,49,7348.225547290564
2026-08-13,Male,Medical Emergency,Business Owner,Home Loan,Jointly Owned,28424.560956553716,0.0,591,13.307252681799655,176903.7806453166,1,48,57,11136.097045888215
2026-08-16,Male,Medical Emergency,Business Owner,Personal Loan,Rented,32759.81823132761,29.6638656689223,584,15.24371523447464,173263.23997318832,1,360,21,4704.4807614518295
2026-08-08,Female,Business Expansion,Unemployed,Car Loan,Jointly Owned,10000.0,26.691278200577507,463,16.138204592506586,100000.0,3,36,42,1518.624735923187
2026-08-15,Female,Vehicle Purchase,Business Owner,Business Loan,Rented,33684.41073627027,0.0,717,14.317146829860231,120646.1392903606,1,36,50,932.4106664335309
2026-08-26,Female,Medical Emergency,Unemployed,Business Loan,Owned,33485.63301604703,27.137394787167707,541,14.22034946631761,202733.1107310502,2,12,36,0.0
2026-08-23,Male,Wedding,Business Owner,Business Loan,Rented,24805.806654212203,0.0,634,14.095080038702326,175385.8247492766,0,120,21,7484.784857681034
2026-08-25,Female,Vehicle Purchase,Unemployed,Home Loan,Rented,22468.114203120793,0.0,592,14.173085645918425,100000.0,0,360,55,7989.2489838973415
2026-08-31,Male,Medical Emergency,Unemployed,Education Loan,Jointly Owned,38072.52256921951,29.9965337957739,651,14.175969240988644,168807.42296849584,1,24,34,3145.7964801647086
2026-08-25,Male,Vehicle Purchase,Self-Employed,Home Loan,Owned,42837.95195044506,6.382319571362833,649,11.007523367658937,100000.0,4,360,24,8105.307982265604
