application_date,gender,purpose_of_loan,employment_status,loan_type,property_ownership_status,monthly_income,debt_to_income_ratio,cibil_score,interest_rate_offered,loan_amount_requested,number_of_dependents,loan_tenure_months,applicant_age,existing_emis_monthly
2026-07-23,Male,Education,Self-Employed,Car Loan,Jointly Owned,50430.82620956714,9.251885453980641,533,8.657372327635889,181895.30362818652,4,360,30,4857.032233688753
2026-07-04,Male,Home Renovation,Self-Employed,Car Loan,Jointly Owned,37589.790343610664,4.0493478079322625,632,10.068314574019233,100000.0,2,360,58,7315.637032558285
2026-07-09,Male,Wedding,Unemployed,Personal Loan,Rented,16704.464860680415,6.0339799677932024,491,13.883276547625087,224816.03865502914,4,60,30,8224.520116219182
2026-07-02,Male,Business Expansion,Retired,Personal Loan,Rented,26363.42526499873,0.0,584,12.35385726730566,166072.2125160223,2,120,50,14087.6890022523
2026-07-14,Male,Medical Emergency,Unemployed,Education Loan,Rented,53469.83375689117,8.034668971578956,742,12.405200498259592,137330.6909682336,3,60,39,8928.911491661087
2026-07-12,Male,Medical Emergency,Self-Employed,Business Loan,Owned,29072.109174489786,0.0,782,10.24396509654672,104734.07390598874,0,36,39,5378.071108477514
2026-07-22,Female,Vehicle Purchase,Unemployed,Education Loan,Rented,21370.019498842725,18.98019211293237,599,13.763591833709675,197065.30131348356,1,36,32,4886.629879742279
2026-07-19,Female,Medical Emergency,Unemployed,Education Loan,Owned,56648.087509843695,23.440781713352713,678,17.792455055592995,100000.0,2,360,36,2192.1657176553986
2026-07-18,Female,Home Renovation,Business Owner,Business Loan,Owned,37904.88439578555,38.630069767559434,900,13.858745202358888,241000.22093355932,1,60,55,2266.521573560261
2026-07-27,Female,Home Renovation,Business Owner,Home Loan,Rented,32667.053283627018,22.42041674438808,804,13.134694203927062,149024.47047858083,4,360,46,5814.65872492501
2026-07-12,Female,Home Renovation,Student,Business Loan,Jointly Owned,20699.987137440537,9.151680033915863,598,14.73784602122817,100000.0,4,24,24,5907.666022135508
2026-07-01,Male,Medical Emergency,Unemployed,Home Loan,Jointly Owned,17596.800854394227,0.0,534,9.318811643728589,168566.2832618949,1,12,28,13029.057512368337
2026-07-10,Female,Wedding,Salaried,Business Loan,Owned,51541.70753620869,17.019479364417958,630,15.363416970627899,162593.084231122,3,24,41,2816.881963794228
2026-07-24,Female,Business Expansion,Unemployed,Home Loan,Jointly Owned,24533.39373856572,0.03666115735346054,811,18.56620520603665,140407.31845817316,0,360,44,2505.045564460102
2026-07-02,Female,Vehicle Purchase,Retired,Car Loan,Rented,27891.091389464193,31.55817322771052,545,11.252956661120082,240550.86020683293,4,60,45,5750.269308001574
2026-07-31,Female,Medical Emergency,Unemployed,Car Loan,Rented,41560.97237860452,7.076180003639361,466,14.870076813765628,204336.074215689,1,360,37,3488.6393639717085
2026-07-14,Female,Business Expansion,Self-Employed,Business Loan,Jointly Owned,49456.05090033189,35.213025750260584,681,12.457882536947292,100000.0,1,12,29,6167.752689346655
2026-07-20,Male,Business Expansion,Retired,Personal Loan,Jointly Owned,30082.084074853647,17.532544111153406,647,15.7024532090711,180243.40960209022,2,360,29,3578.851127787284
2026-07-16,Male,Business Expansion,Self-Employed,Car Loan,Owned,21182.504386651504,4.61265227816309,648,14.45309685267408,194888.5791740007,1,12,21,4143.829832386531
2026-07-19,Male,Education,Retired,Business Loan,Jointly Owned,10000.0,19.94245126217707,628,10.930495676598222,126943.24212366503,1,60,54,6288.670592046146
2026-07-14,Male,Home Renovation,Retired,Business Loan,Owned,64668.31442776547,12.163962561393193,619,16.803307935036774,134540.4355892339,2,60,21,3299.1962253703246
2026-07-29,Female,Business Expansion,Self-Employed,Car Loan,Jointly Owned,45635.3212949638,7.560778592706139,532,14.377249425970044,148377.99124018732,2,36,35,3918.4502854919483
2026-07-24,Male,Business Expansion,Student,Business Loan,Jointly Owned,44054.91989064461,30.16599682666847,665,11.745887291498534,100000.0,4,36,21,6585.8895836813335
2026-07-14,Male,Business Expansion,Unemployed,Personal Loan,Jointly Owned,10000.0,15.031693218088545,633,10.95275579231416,132125.6432026553,3,36,32,5139.651095171326
2026-07-23,Female,Vehicle Purchase,Retired,Home Loan,Jointly Owned,27158.938284197233,7.801464100413945,802,10.614998658601692,151904.42348760387,4,60,43,3080.7682185235863
2026-07-04,Male,Home Renovation,Salaried,Business Loan,Rented,37745.37982744229,34.94725279630899,608,13.552868093055052,206728.38343748415,3,360,21,3554.1602693792083
2026-07-30,Female,Education,Self-Employed,Car Loan,Jointly Owned,27337.00077028053,30.810413567916985,641,13.910349144968887,117922.86725343778,0,24,41,8127.22994450887
2026-07-11,Female,Home Renovation,Self-Employed,Personal Loan,Owned,20238.804605974805,0.6320075645713192,503,8.91924281780454,153726.32792124362,2,12,46,5930.962234723494
2026-07-30,Male,Medical Emergency,Unemployed,Personal Loan,Rented,15496.167516233905,8.670080873030113,535,13.38250693642233,102573.99589855032,4,120,33,3915.505364029944
2026-07-27,Male,Home Renovation,Unemployed,Business Loan,Owned,34106.98772233069,5.507402822422227,684,11.708694497808516,112100.51262374315,2,24,65,7597.625622596751
2026-07-22,Male,Home Renovation,Retired,Education Loan,Rented,28918.264992868837,57.12231745518335,799,11.640533084793871,111052.22082848552,2,48,21,6308.549857447964
2026-07-21,Male,Vehicle Purchase,Self-Employed,Car Loan,Jointly Owned,27618.815815243965,14.604888570968638,653,12.76446891222299,124280.37541156902,3,24,21,9064.59130050271
2026-07-02,Male,Debt Consolidation,Unemployed,Personal Loan,Owned,26247.059964071457,15.194198477041047,608,16.065772274163788,156831.57357906175,1,48,34,7657.413864664604
2026-07-07,Female,Vehicle Purchase,Self-Employed,Car Loan,Jointly Owned,39427.231538031,7.271160782727519,488,18.902871742039057,174624.8079855821,1,48,35,8499.422325101914
2026-07-25,Male,Debt Consolidation,Salaried,Business Loan,Rented,12439.510417142541,0.0,643,11.247257022903465,197459.96566904517,2,12,39,3979.3963196432646
2026-07-13,Male,Education,Self-Employed,Business Loan,Jointly Owned,47239.3200055848,33.11809361689315,737,13.402781326999797,100000.0,4,12,47,2333.3275076003492
2026-07-08,Female,Home Renovation,Retired,Education Loan,Owned,16766.63819519553,16.223817351008403,577,11.790534843024957,170019.52093957653,4,360,25,7315.517241823465
2026-07-12,Female,Debt Consolidation,Salaried,Education Loan,Rented,42590.139351913786,35.82454425399095,577,14.873774241645144,100000.0,3,120,24,7343.962777295056
2026-07-07,Male,Home Renovation,Salaried,Business Loan,Rented,10000.0,13.147810855970345,547,12.184950431428714,100000.0,0,48,31,4685.928422733269
2026-07-27,Female,Business Expansion,Student,Home Loan,Jointly Owned,36033.48992757869,9.018240703631719,708,15.066045353222332,168587.419435653,4,60,48,1869.690481355468
2026-07-22,Male,Debt Consolidation,Business Owner,Home Loan,Jointly Owned,28686.911849068303,0.0,632,12.789341976460841,160009.39012078033,0,360,46,5920.863881537665
2026-07-29,Male,Debt Consolidation,Unemployed,Personal Loan,Rented,48599.76063889093,7.956663730201557,601,11.434719321754011,200925.5531452346,2,48,37,6165.333090589464
2026-07-27,Female,Debt Consolidation,Salaried,Education Loan,Owned,26371.23624178975,14.762263108122323,685,15.199679755980718,100000.0,3,360,32,926.779761777062
2026-07-02,Female,Home Renovation,Student,Personal Loan,Owned,41639.12245736075,24.279160690052123,574,16.17854031585753,127624.98678588867,3,36,36,6122.820590905037
2026-07-06,Female,Business Expansion,Student,Car Loan,Owned,34751.774088935505,22.1309884039553,532,14.447924753802356,170328.30598280957,2,12,41,8451.927137545095
2026-07-11,Male,Wedding,Student,Business Loan,Jointly Owned,21998.09871812811,18.33029538292903,650,12.662312674377164,134054.29792655638,2,24,38,1058.4364145187315
2026-07-17,Male,Home Renovation,Business Owner,Business Loan,Jointly Owned,23913.515087480533,13.029638265368432,612,15.099671614247253,136077.27555452473,0,12,23,6587.518165856919
2026-07-15,Female,Debt Consolidation,Retired,Home Loan,Rented,31478.35001153985,25.96448014278192,635,15.899202094311464,166014.62611170983,4,60,23,8931.041157432717
2026-07-22,Female,Business Expansion,Unemployed,Personal Loan,Jointly Owned,50903.51621670235,22.525947122022377,748,14.67419095854822,200143.31376128463,4,36,35,9118.561716941624
2026-07-23,Female,Vehicle Purchase,Self-Employed,Personal Loan,Jointly Owned,40900.91633472443,30.30600609291129,678,12.82580516178052,217571.67568181214,1,120,45,0.0
2026-07-20,Male,Debt Consolidation,Self-Employed,Car Loan,Jointly Owned,23968.927235634965,22.164790584678986,535,11.356066951495318,187323.37188622935,0,60,27,8262.911291647251
2026-07-26,Male,Vehicle Purchase,Self-Employed,Personal Loan,Owned,34614.315466926964,47.84957144125109,624,12.615672164231022,106936.84759462933,3,24,42,4059.3490792390744
2026-07-11,Female,Education,Salaried,Car Loan,Rented,13356.889831977274,8.050238453787589,597,13.974085243560474,100000.0,0,12,21,3711.1209410908987
2026-07-23,Female,Wedding,Student,Personal Loan,Rented,23846.68546577706,18.760835323484123,602,14.79324158461307,290751.7672260279,0,24,38,12537.064732728322
2026-07-09,Female,Business Expansion,Unemployed,Education Loan,Jointly Owned,33961.411488300655,54.871092935080405,533,14.34395759086232,126430.0319691167,2,36,30,5659.701142206295
2026-07-17,Male,Education,Student,Business Loan,Jointly Owned,16187.723768724009,9.387809929992258,601,11.87995005913007,133291.23448621755,2,360,21,3851.538766148644
2026-07-20,Female,Medical Emergency,Retired,Car Loan,Owned,28320.291508518578,37.00427144363954,569,15.330512245550796,151492.78503521593,2,24,32,7397.664343797381
2026-07-10,Male,Debt Consolidation,Business Owner,Business Loan,Owned,55687.31911186264,11.94219041917604,596,14.730597554898395,100000.0,2,48,25,10056.956455265536
2026-07-04,Male,Wedding,Unemployed,Business Loan,Jointly Owned,21596.77332960071,13.43674417286553,631,15.691929871832329,101839.21450810035,2,36,35,5519.933497723821
2026-07-04,Female,Wedding,Business Owner,Personal Loan,Owned,51500.40308559933,13.2597039969757,603,15.61446536827048,176348.3088951179,0,60,42,3398.984594259163
2026-07-16,Male,Medical Emergency,Business Owner,Personal Loan,Jointly Owned,20398.779910298574,12.664295808182684,495,15.611281538655485,100000.0,2,60,42,5273.712287325344
2026-07-01,Male,Home Renovation,Self-Employed,Car Loan,Rented,10000.0,30.17421876370851,587,15.788210857597782,117435.1739329198,4,120,21,8272.572801659839
2026-07-23,Female,Education,Salaried,Home Loan,Owned,42206.93750318563,26.30488414660531,580,13.214307111657446,100000.0,4,24,43,4067.302091622299
2026-07-24,Male,Vehicle Purchase,Salaried,Home Loan,Owned,10000.0,1.4115814962555309,682,20.0,117221.31810989144,1,36,42,8275.442392304516
2026-07-29,Female,Medical Emergency,Retired,Business Loan,Rented,35539.62646520209,17.37929465933032,655,13.008015274267255,131750.44916112616,4,24,33,4578.777321824462
2026-07-27,Male,Medical Emergency,Retired,Home Loan,Rented,22537.20341607219,31.263649524474545,685,15.882204674733742,191711.1051280258,1,48,25,0.0
2026-07-07,Male,Debt Consolidation,Self-Employed,Education Loan,Owned,54857.15170632057,0.0,650,17.75136631812395,193304.4978514752,4,36,33,9559.739956945476
2026-07-02,Male,Business Expansion,Student,Personal Loan,Owned,47723.724754522715,16.01771249354731,637,14.058348488419316,151315.68108915785,3,12,54,6005.887337358681
2026-07-29,Female,Debt Consolidation,Business Owner,Business Loan,Jointly Owned,42376.56311132474,18.2846274420003,626,13.772608055222001,139671.2117889104,1,60,43,8161.942846460162
2026-07-04,Female,Debt Consolidation,Student,Personal Loan,Owned,35768.344465835355,27.988350413801324,719,15.940846822803744,100000.0,0,24,47,5906.916545810369
2026-07-02,Female,Home Renovation,Self-Employed,Home Loan,Jointly Owned,40726.03841879252,20.2799133356749,745,8.40907661660573,100000.0,2,48,28,5111.573635171686
2026-07-23,Male,Education,Salaried,Education Loan,Rented,52094.4209952731,18.417047153202095,662,13.38752976918296,162352.11774982468,1,60,32,7210.676198055513
2026-07-16,Male,Vehicle Purchase,Student,Education Loan,Rented,15527.919275709199,9.802448324161206,675,14.521572448473238,211796.73972178076,4,36,25,4538.093003055112
2026-07-04,Male,Wedding,Salaried,Car Loan,Jointly Owned,16395.35663269113,18.098939160203393,537,16.07059495178029,158457.34466175977,0,120,31,10440.12641675348
2026-07-23,Male,Home Renovation,Self-Employed,Business Loan,Rented,35699.24492821506,18.976038796920253,606,11.861617609344469,154989.39559902693,4,60,51,4908.682534154188
2026-07-22,Female,Vehicle Purchase,Unemployed,Education Loan,Owned,35004.13886417316,39.72892919955531,617,15.53702179871102,250652.54828148984,0,60,33,10456.202667254645
2026-07-10,Female,Business Expansion,Salaried,Business Loan,Rented,58606.98897411175,2.672735213656745,588,13.428480935260573,184966.21905303758,4,12,31,6813.9430644716485
2026-07-10,Female,Medical Emergency,Retired,Business Loan,Owned,45200.928717465984,0.0,771,18.97105293333317,100000.0,2,12,40,0.0
2026-07-03,Female,Wedding,Unemployed,Business Loan,Rented,20192.874378143824,5.187750044556372,648,15.771523395056928,100000.0,3,48,32,2030.3018076312637
2026-07-09,Female,Education,Self-Employed,Personal Loan,Rented,30927.507891669746,9.068749870483336,615,20.0,125145.14185643631,4,48,38,7548.986011509345
2026-07-27,Female,Home Renovation,Unemployed,Business Loan,Owned,35991.783239056975,17.961500141697744,522,12.572120395858231,100000.0,4,120,32,2244.521458528925
